               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.023284,            0.021901,            0.001145,             0.80402,             0.69043,             0.76034,             0.49835,            0.031695,            0.018811,            0.011595,           0.0069904,           0.0069904,           0.0069904
                 154,            0.023828,            0.020936,           0.0012796,             0.75721,             0.74509,             0.77813,             0.51425,            0.032394,             0.01992,            0.011213,           0.0069706,           0.0069706,           0.0069706
                 155,            0.022351,            0.019904,           0.0014402,             0.85567,             0.73966,             0.79577,             0.54393,            0.031084,            0.019167,           0.0095198,           0.0069508,           0.0069508,           0.0069508
                 156,            0.022641,            0.019388,           0.0013443,             0.82425,             0.78924,             0.80645,             0.53591,            0.031388,            0.020132,           0.0076412,            0.006931,            0.006931,            0.006931
                 157,            0.022952,            0.020765,           0.0013076,             0.83659,             0.77612,             0.83219,             0.54658,            0.031924,            0.019958,           0.0073414,           0.0069112,           0.0069112,           0.0069112
                 158,            0.023407,            0.020609,           0.0013323,             0.92083,             0.70693,             0.79054,             0.52618,             0.03237,            0.021128,           0.0075846,           0.0068914,           0.0068914,           0.0068914
                 159,            0.022548,            0.021142,           0.0013154,             0.80879,              0.7302,             0.78481,             0.51413,            0.031863,            0.020945,           0.0084446,           0.0068716,           0.0068716,           0.0068716
                 160,            0.021944,            0.019289,           0.0012904,             0.81174,             0.77056,             0.81559,             0.54062,            0.031083,            0.019308,            0.010002,           0.0068518,           0.0068518,           0.0068518
                 161,            0.022005,            0.019422,           0.0013276,             0.86122,             0.74729,             0.81796,             0.54946,            0.030437,            0.019228,           0.0079708,            0.006832,            0.006832,            0.006832
                 162,            0.022852,            0.019897,           0.0012737,             0.89075,             0.74614,             0.80023,             0.52758,            0.031864,            0.019518,           0.0075926,           0.0068122,           0.0068122,           0.0068122
                 163,             0.02274,            0.019656,           0.0011921,             0.92648,             0.74562,             0.82602,             0.54594,            0.031705,            0.018847,           0.0065148,           0.0067924,           0.0067924,           0.0067924
                 164,            0.022423,            0.020125,           0.0013479,             0.80831,             0.78589,             0.79642,              0.5361,            0.031739,            0.019341,           0.0073214,           0.0067726,           0.0067726,           0.0067726
                 165,            0.022943,            0.019637,           0.0013813,                0.93,             0.71163,             0.80595,             0.53848,            0.031144,            0.018454,           0.0066204,           0.0067528,           0.0067528,           0.0067528
                 166,            0.021692,            0.019127,           0.0012288,             0.90576,              0.7296,              0.8026,             0.54103,            0.031138,            0.017569,           0.0075462,            0.006733,            0.006733,            0.006733
                 167,            0.022548,            0.019526,           0.0013693,             0.88686,             0.71958,             0.78059,             0.52262,            0.031029,             0.01736,           0.0072693,           0.0067132,           0.0067132,           0.0067132
                 168,            0.021896,            0.018944,           0.0013983,             0.83369,             0.70466,             0.76237,              0.5026,             0.03117,            0.018593,           0.0079697,           0.0066934,           0.0066934,           0.0066934
                 169,            0.022555,            0.018519,           0.0014561,             0.86301,             0.74212,             0.79862,             0.52896,            0.031402,             0.01873,           0.0068058,           0.0066736,           0.0066736,           0.0066736
                 170,            0.022177,             0.01935,           0.0013893,             0.81993,             0.77392,             0.81285,             0.53588,            0.031011,            0.018509,           0.0078896,           0.0066538,           0.0066538,           0.0066538
                 171,            0.022293,            0.018905,           0.0013483,             0.85691,             0.74269,             0.80731,             0.52326,            0.031335,            0.018942,           0.0078398,            0.006634,            0.006634,            0.006634
                 172,            0.022482,            0.019182,           0.0014881,             0.88352,             0.75933,             0.85197,              0.5554,            0.031565,            0.018073,           0.0073943,           0.0066142,           0.0066142,           0.0066142
                 173,             0.02179,            0.020176,           0.0012323,             0.86346,             0.77827,             0.84714,             0.55457,            0.032271,            0.018868,           0.0053262,           0.0065944,           0.0065944,           0.0065944
                 174,            0.021887,              0.0191,           0.0012684,              0.9002,             0.76114,             0.83201,              0.5599,            0.031275,            0.019243,           0.0053867,           0.0065746,           0.0065746,           0.0065746
                 175,             0.02222,            0.019195,           0.0015493,             0.83963,             0.74214,             0.81249,             0.54496,            0.032745,            0.019546,           0.0061512,           0.0065548,           0.0065548,           0.0065548
                 176,            0.022254,            0.020033,           0.0013887,             0.83306,             0.76229,             0.79961,             0.53035,            0.033077,            0.019762,           0.0054886,            0.006535,            0.006535,            0.006535
                 177,            0.022064,            0.018142,            0.001367,             0.87278,             0.71379,             0.81178,             0.55111,            0.032328,            0.019922,           0.0051209,           0.0065152,           0.0065152,           0.0065152
                 178,            0.021441,            0.018515,           0.0013676,             0.87118,             0.74783,             0.78753,             0.52363,            0.032091,            0.021656,           0.0061901,           0.0064954,           0.0064954,           0.0064954
                 179,            0.021106,            0.018731,           0.0011966,             0.87346,             0.76436,             0.81772,             0.53414,            0.030976,            0.019471,           0.0070152,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021467,            0.018869,           0.0010699,             0.86147,             0.75811,             0.80745,             0.54515,            0.030838,            0.019733,           0.0072721,           0.0064558,           0.0064558,           0.0064558
                 181,            0.021157,            0.018236,            0.001135,             0.91529,             0.71554,             0.77355,               0.516,            0.032098,            0.021708,            0.007513,            0.006436,            0.006436,            0.006436
                 182,            0.021792,            0.018603,           0.0013233,             0.94886,             0.66978,             0.76588,             0.50193,            0.031882,            0.020888,            0.007877,           0.0064162,           0.0064162,           0.0064162
                 183,            0.021509,            0.018756,           0.0012384,             0.92923,             0.69122,             0.76048,             0.51957,            0.031652,            0.019875,           0.0072372,           0.0063964,           0.0063964,           0.0063964
                 184,            0.021031,             0.01787,           0.0015034,             0.94167,             0.70244,             0.78715,             0.52694,            0.031465,            0.019373,           0.0085951,           0.0063766,           0.0063766,           0.0063766
                 185,            0.021344,            0.019457,            0.001231,             0.94429,             0.69958,             0.81737,             0.54036,            0.031829,            0.019282,           0.0081779,           0.0063568,           0.0063568,           0.0063568
                 186,            0.021433,             0.01866,           0.0011574,             0.88665,             0.71898,             0.80683,               0.542,            0.031757,             0.02026,           0.0079456,            0.006337,            0.006337,            0.006337
                 187,             0.02085,            0.019249,           0.0011986,             0.90008,             0.73939,             0.80706,             0.53274,            0.031809,            0.019827,           0.0075136,           0.0063172,           0.0063172,           0.0063172
                 188,            0.020921,            0.017642,           0.0011643,             0.91483,             0.73313,             0.81349,             0.54404,            0.031092,            0.018679,           0.0074495,           0.0062974,           0.0062974,           0.0062974
                 189,            0.022099,            0.020541,           0.0012716,             0.87024,             0.77074,             0.82019,             0.53789,            0.030065,            0.018442,           0.0065895,           0.0062776,           0.0062776,           0.0062776
                 190,            0.020649,            0.019605,           0.0011759,             0.89204,             0.70722,             0.77717,              0.5107,            0.031549,            0.019714,            0.006601,           0.0062578,           0.0062578,           0.0062578
                 191,            0.020959,            0.017874,           0.0010862,             0.86026,              0.7293,             0.78701,             0.51166,            0.031901,            0.020845,           0.0060442,            0.006238,            0.006238,            0.006238
                 192,            0.021768,            0.018387,           0.0013281,              0.8636,             0.73949,             0.79109,              0.5138,            0.031816,            0.019493,           0.0061981,           0.0062182,           0.0062182,           0.0062182
                 193,            0.020643,            0.018255,           0.0010878,             0.90982,             0.70892,             0.81383,             0.53863,            0.031212,            0.019251,           0.0071177,           0.0061984,           0.0061984,           0.0061984
                 194,            0.021906,             0.01975,            0.001231,             0.94215,             0.74374,             0.83743,             0.56109,            0.030231,            0.018556,           0.0067323,           0.0061786,           0.0061786,           0.0061786
                 195,            0.021355,            0.019295,           0.0012963,             0.93973,              0.7212,             0.83801,             0.57715,            0.030244,            0.019084,           0.0070072,           0.0061588,           0.0061588,           0.0061588
                 196,            0.019616,            0.018224,           0.0012375,             0.80034,             0.80616,             0.82208,             0.55255,             0.03036,            0.019708,           0.0051524,            0.006139,            0.006139,            0.006139
                 197,            0.020995,            0.018072,           0.0012453,             0.79754,             0.79808,             0.80583,             0.55961,            0.031353,            0.020146,           0.0049799,           0.0061192,           0.0061192,           0.0061192
                 198,            0.020028,             0.01784,          0.00098845,             0.91315,              0.7067,             0.78548,             0.53447,            0.031033,            0.020576,           0.0071949,           0.0060994,           0.0060994,           0.0060994
                 199,            0.021234,            0.018766,           0.0011103,             0.91074,             0.72052,             0.78564,              0.5327,            0.031069,            0.020923,           0.0077436,           0.0060796,           0.0060796,           0.0060796
                 200,            0.020455,            0.019072,           0.0011722,              0.9193,             0.71376,             0.79121,             0.53406,            0.031489,            0.021494,           0.0078066,           0.0060598,           0.0060598,           0.0060598
                 201,             0.02049,            0.018804,           0.0013549,             0.90219,             0.71939,             0.81621,              0.5577,            0.030218,            0.020487,           0.0072166,             0.00604,             0.00604,             0.00604
                 202,            0.020146,            0.016637,           0.0012276,             0.91761,             0.74403,             0.82834,             0.55793,            0.031052,            0.020763,           0.0078421,           0.0060202,           0.0060202,           0.0060202
                 203,            0.020691,            0.018641,           0.0011017,             0.91225,             0.72103,              0.8111,             0.53887,            0.032127,            0.022152,           0.0088778,           0.0060004,           0.0060004,           0.0060004
                 204,            0.020777,            0.018673,           0.0011807,             0.80765,             0.78935,             0.82908,             0.55064,            0.031597,            0.021801,           0.0081757,           0.0059806,           0.0059806,           0.0059806
                 205,            0.020126,            0.017768,           0.0013329,             0.82862,             0.77477,             0.81221,             0.54561,            0.031801,            0.022964,           0.0084457,           0.0059608,           0.0059608,           0.0059608
                 206,            0.020619,            0.017904,           0.0011984,             0.84857,              0.7927,             0.81896,             0.55556,            0.031698,            0.021798,           0.0091267,            0.005941,            0.005941,            0.005941
                 207,             0.02066,            0.018178,           0.0011732,             0.85108,             0.79392,             0.83781,             0.56778,            0.031289,            0.021976,           0.0088154,           0.0059212,           0.0059212,           0.0059212
                 208,            0.020815,            0.018789,           0.0011357,             0.95133,             0.74575,             0.85113,             0.56725,            0.031556,            0.021017,           0.0087381,           0.0059014,           0.0059014,           0.0059014
                 209,            0.019768,            0.017806,          0.00090032,             0.86187,             0.76324,             0.82798,             0.55696,            0.030808,            0.021063,           0.0093996,           0.0058816,           0.0058816,           0.0058816
                 210,            0.019914,            0.018422,            0.001062,             0.82542,             0.78409,             0.83303,             0.55962,            0.030283,            0.020034,            0.008983,           0.0058618,           0.0058618,           0.0058618
                 211,             0.02002,            0.018375,           0.0011968,             0.86678,             0.78705,             0.83388,             0.56962,            0.031173,            0.020143,           0.0071737,            0.005842,            0.005842,            0.005842
                 212,            0.019975,            0.017846,           0.0010192,             0.94019,             0.73958,             0.82413,             0.55727,            0.031161,            0.019972,           0.0070473,           0.0058222,           0.0058222,           0.0058222
                 213,            0.020087,            0.016973,           0.0010255,             0.93374,             0.74288,              0.8049,             0.54337,            0.030871,            0.021182,            0.008713,           0.0058024,           0.0058024,           0.0058024
                 214,             0.01969,            0.018678,           0.0011415,              0.9438,             0.71103,             0.79749,             0.53496,             0.03097,            0.022009,           0.0095083,           0.0057826,           0.0057826,           0.0057826
                 215,            0.019954,            0.017869,           0.0012332,             0.92959,             0.74152,             0.82896,             0.55019,            0.031018,             0.02132,           0.0083347,           0.0057628,           0.0057628,           0.0057628
                 216,            0.020378,            0.018764,           0.0010903,             0.88718,             0.74992,              0.8101,             0.54256,            0.031201,            0.020111,           0.0058949,            0.005743,            0.005743,            0.005743
                 217,            0.020091,            0.018496,           0.0012338,             0.84349,             0.75859,             0.78702,              0.5295,            0.032223,            0.020267,           0.0073505,           0.0057232,           0.0057232,           0.0057232
                 218,            0.019355,             0.01675,           0.0012248,             0.92693,             0.72619,             0.81328,             0.54774,            0.031338,            0.019879,           0.0067234,           0.0057034,           0.0057034,           0.0057034
                 219,            0.019402,            0.017881,           0.0012041,             0.95517,             0.73439,             0.79771,             0.53673,            0.030984,            0.019747,           0.0080647,           0.0056836,           0.0056836,           0.0056836
                 220,            0.019834,            0.018817,          0.00092901,             0.93535,             0.71013,             0.81573,             0.55843,            0.030127,            0.019499,           0.0077545,           0.0056638,           0.0056638,           0.0056638
                 221,            0.019973,            0.018232,           0.0012768,             0.94549,             0.74198,               0.842,             0.57195,            0.031538,            0.020391,           0.0066324,            0.005644,            0.005644,            0.005644
                 222,            0.019571,            0.016914,          0.00097138,             0.94867,             0.71867,             0.82135,             0.54848,            0.031546,            0.019743,           0.0066628,           0.0056242,           0.0056242,           0.0056242
                 223,            0.019603,            0.017131,           0.0012353,             0.91189,             0.72465,             0.79619,             0.53256,            0.031464,            0.020297,           0.0076246,           0.0056044,           0.0056044,           0.0056044
                 224,             0.01933,            0.018015,           0.0010654,             0.93775,             0.73393,             0.78832,             0.53222,            0.031303,            0.021105,           0.0088715,           0.0055846,           0.0055846,           0.0055846
                 225,            0.019878,             0.01929,           0.0011225,             0.90147,             0.74013,             0.79413,             0.54074,            0.031571,            0.020295,            0.008614,           0.0055648,           0.0055648,           0.0055648
                 226,            0.019888,             0.01869,           0.0011355,             0.91956,             0.76882,             0.81809,             0.55763,            0.030384,            0.019444,           0.0069368,            0.005545,            0.005545,            0.005545
                 227,            0.019831,            0.018387,           0.0010035,             0.91924,              0.7612,             0.82616,             0.56205,            0.030354,            0.019199,            0.006621,           0.0055252,           0.0055252,           0.0055252
                 228,             0.01936,            0.017518,           0.0010961,             0.94735,             0.75079,             0.85142,             0.57696,            0.031134,            0.019918,           0.0058399,           0.0055054,           0.0055054,           0.0055054
                 229,            0.018729,            0.017287,           0.0011344,             0.82593,             0.80127,             0.83836,             0.56223,            0.030716,            0.019772,            0.006833,           0.0054856,           0.0054856,           0.0054856
                 230,            0.019384,            0.016667,           0.0010504,             0.88472,             0.77325,             0.82994,              0.5455,            0.031047,             0.02084,           0.0076378,           0.0054658,           0.0054658,           0.0054658
                 231,            0.019395,            0.018431,           0.0010836,             0.90588,             0.73862,              0.8133,             0.54398,            0.029867,            0.020969,           0.0079851,            0.005446,            0.005446,            0.005446
                 232,             0.01876,            0.018682,           0.0010033,             0.93815,             0.71973,             0.80032,             0.54142,            0.030483,            0.020737,           0.0078506,           0.0054262,           0.0054262,           0.0054262
                 233,            0.019531,            0.017075,           0.0010868,              0.8702,             0.77408,             0.83219,             0.55983,             0.03063,            0.020927,           0.0077911,           0.0054064,           0.0054064,           0.0054064
                 234,            0.019208,            0.016995,           0.0010582,              0.8528,             0.78845,             0.83178,             0.56636,            0.031577,            0.021151,           0.0064837,           0.0053866,           0.0053866,           0.0053866
                 235,            0.019604,            0.017742,            0.001069,             0.93531,             0.71649,             0.82969,             0.57117,            0.031617,            0.020735,           0.0068258,           0.0053668,           0.0053668,           0.0053668
                 236,            0.018711,            0.017535,          0.00088667,             0.97194,             0.74141,             0.82987,              0.5774,            0.030954,            0.020331,           0.0069798,            0.005347,            0.005347,            0.005347
                 237,              0.0187,            0.015751,          0.00092014,             0.94686,             0.77478,             0.83625,             0.57373,            0.031047,            0.020398,           0.0063641,           0.0053272,           0.0053272,           0.0053272
                 238,            0.019098,            0.017633,           0.0011881,             0.90497,             0.78273,             0.83154,             0.56781,             0.03106,             0.01966,           0.0062591,           0.0053074,           0.0053074,           0.0053074
                 239,            0.018893,            0.017999,           0.0009347,             0.93803,             0.73454,             0.80112,             0.55664,            0.030997,            0.020603,           0.0075588,           0.0052876,           0.0052876,           0.0052876
                 240,            0.019391,            0.018384,           0.0010288,             0.93647,             0.71276,             0.80678,             0.55151,            0.030883,            0.020998,           0.0079107,           0.0052678,           0.0052678,           0.0052678
                 241,            0.019022,            0.017784,          0.00099043,             0.90227,             0.76155,             0.83183,             0.56568,            0.030666,            0.019817,           0.0071783,            0.005248,            0.005248,            0.005248
                 242,            0.018377,            0.016925,           0.0010233,             0.91666,             0.75972,             0.82196,             0.56031,            0.030536,            0.020754,           0.0067984,           0.0052282,           0.0052282,           0.0052282
                 243,            0.018925,            0.016209,            0.001345,             0.93491,             0.72624,             0.80365,             0.54358,            0.030589,            0.021544,           0.0072504,           0.0052084,           0.0052084,           0.0052084
                 244,            0.018314,            0.017014,          0.00098681,             0.89417,             0.72291,             0.80548,             0.53982,            0.031228,            0.021144,           0.0076847,           0.0051886,           0.0051886,           0.0051886
                 245,            0.019192,            0.017777,           0.0011345,             0.77451,             0.78479,             0.81133,             0.54929,            0.031597,            0.020106,           0.0084532,           0.0051688,           0.0051688,           0.0051688
                 246,            0.018373,             0.01712,           0.0010297,             0.95355,             0.71405,             0.80907,             0.54557,            0.032404,            0.020724,            0.007473,            0.005149,            0.005149,            0.005149
                 247,            0.017868,            0.016833,          0.00089019,             0.95351,             0.71897,             0.80208,             0.54722,            0.031845,            0.021112,           0.0075188,           0.0051292,           0.0051292,           0.0051292
                 248,            0.018726,            0.017634,          0.00092009,             0.92377,             0.73905,             0.80744,             0.55079,            0.031477,            0.020809,           0.0065918,           0.0051094,           0.0051094,           0.0051094
                 249,            0.019074,            0.017718,          0.00083498,             0.94751,              0.7666,             0.81845,             0.55589,            0.031086,            0.020063,           0.0067563,           0.0050896,           0.0050896,           0.0050896
                 250,            0.019458,            0.018321,           0.0010813,             0.89829,             0.76794,             0.82066,             0.55358,            0.030635,            0.019137,           0.0077511,           0.0050698,           0.0050698,           0.0050698
                 251,            0.018335,            0.016818,           0.0010478,             0.85951,             0.78791,             0.81471,             0.54659,             0.03076,            0.019907,           0.0069557,             0.00505,             0.00505,             0.00505
                 252,            0.018403,            0.016751,          0.00094081,             0.91973,             0.75488,             0.83639,             0.56834,            0.030645,            0.019707,             0.00651,           0.0050302,           0.0050302,           0.0050302
                 253,            0.018972,            0.016853,           0.0011327,             0.91118,              0.7334,             0.83853,             0.57702,            0.030152,            0.020773,           0.0067286,           0.0050104,           0.0050104,           0.0050104
                 254,            0.017865,            0.015863,          0.00093481,             0.91424,             0.70998,             0.80935,             0.55036,            0.029681,             0.02141,           0.0078163,           0.0049906,           0.0049906,           0.0049906
                 255,            0.018239,            0.017219,           0.0010301,             0.89481,              0.7167,             0.80047,             0.54566,            0.030539,            0.021965,            0.010168,           0.0049708,           0.0049708,           0.0049708
                 256,            0.019415,            0.017557,           0.0010797,             0.90987,             0.70819,             0.81438,             0.55657,            0.030147,            0.021263,           0.0099907,            0.004951,            0.004951,            0.004951
                 257,            0.017757,            0.015806,           0.0010588,             0.88863,             0.75251,             0.81255,             0.54671,            0.030517,            0.020807,           0.0080378,           0.0049312,           0.0049312,           0.0049312
                 258,            0.018529,            0.017164,           0.0010342,             0.86075,             0.77317,             0.81339,             0.55477,               0.031,            0.020321,           0.0071016,           0.0049114,           0.0049114,           0.0049114
                 259,             0.01821,            0.016671,          0.00095369,             0.87853,             0.75614,              0.8125,             0.55429,            0.031133,            0.020592,            0.006455,           0.0048916,           0.0048916,           0.0048916
                 260,            0.017776,            0.017136,          0.00075822,             0.91072,             0.75519,             0.81407,             0.56008,            0.031128,            0.021807,           0.0076984,           0.0048718,           0.0048718,           0.0048718
                 261,            0.018611,            0.017254,           0.0011587,             0.84836,             0.77478,             0.82425,             0.57017,            0.030622,             0.02177,           0.0081316,            0.004852,            0.004852,            0.004852
                 262,            0.017899,            0.016345,           0.0010445,             0.90584,             0.73977,             0.82051,             0.57124,            0.031135,            0.021395,           0.0074129,           0.0048322,           0.0048322,           0.0048322
                 263,            0.017746,            0.016209,          0.00091917,             0.90367,             0.74966,             0.80195,             0.55988,            0.030935,            0.021469,             0.00842,           0.0048124,           0.0048124,           0.0048124
                 264,            0.018161,            0.017049,           0.0010265,             0.91347,             0.76766,             0.82848,             0.57908,            0.030898,            0.021643,           0.0080332,           0.0047926,           0.0047926,           0.0047926
                 265,            0.017217,            0.016485,           0.0011449,             0.88619,             0.75513,             0.80282,             0.56038,            0.031462,            0.021944,           0.0076509,           0.0047728,           0.0047728,           0.0047728
                 266,            0.017976,            0.017279,          0.00098578,             0.87979,               0.748,             0.79816,             0.54849,            0.031861,            0.022394,           0.0088182,            0.004753,            0.004753,            0.004753
                 267,             0.01843,            0.018376,          0.00084778,             0.92867,             0.71308,             0.80815,             0.55564,            0.031602,            0.021414,           0.0087473,           0.0047332,           0.0047332,           0.0047332
                 268,            0.018147,            0.017079,          0.00095935,             0.95185,             0.71347,             0.79959,             0.54365,            0.031735,            0.021895,           0.0082975,           0.0047134,           0.0047134,           0.0047134
                 269,            0.017797,            0.015406,           0.0009878,             0.93083,              0.7239,             0.79277,             0.54861,            0.031358,            0.022203,           0.0077688,           0.0046936,           0.0046936,           0.0046936
                 270,            0.017551,            0.016289,          0.00095507,             0.87851,             0.73518,             0.78767,             0.54672,            0.031227,             0.02216,           0.0083187,           0.0046738,           0.0046738,           0.0046738
                 271,            0.017544,            0.015959,            0.001002,              0.9151,             0.71746,             0.79136,             0.54322,            0.031091,            0.022093,           0.0077785,            0.004654,            0.004654,            0.004654
                 272,             0.01793,            0.017524,          0.00081543,             0.90848,             0.72327,             0.80464,             0.56097,            0.030598,            0.021446,           0.0072876,           0.0046342,           0.0046342,           0.0046342
                 273,             0.01805,             0.01667,          0.00099906,             0.88501,              0.7047,             0.79319,             0.54238,            0.030212,            0.019919,           0.0069723,           0.0046144,           0.0046144,           0.0046144
                 274,            0.017744,            0.017049,          0.00094256,             0.88109,             0.72625,             0.81616,             0.55964,            0.030161,            0.019596,           0.0069191,           0.0045946,           0.0045946,           0.0045946
                 275,              0.0177,             0.01596,          0.00077482,             0.86999,             0.73825,             0.80859,              0.5496,             0.03009,            0.020452,            0.007477,           0.0045748,           0.0045748,           0.0045748
                 276,            0.017571,            0.016374,            0.000823,             0.89264,             0.74213,             0.80401,             0.54943,            0.030298,            0.020271,           0.0091621,            0.004555,            0.004555,            0.004555
                 277,            0.017311,            0.016828,          0.00089153,             0.85642,             0.75963,             0.81093,             0.55453,            0.029521,             0.02083,           0.0076984,           0.0045352,           0.0045352,           0.0045352
                 278,            0.017661,            0.016955,          0.00079176,             0.90975,             0.75153,             0.81681,             0.56426,            0.030042,            0.020291,           0.0066296,           0.0045154,           0.0045154,           0.0045154
                 279,            0.017751,            0.016093,          0.00094623,             0.87544,             0.78237,             0.82081,             0.56945,            0.030084,            0.020931,           0.0066061,           0.0044956,           0.0044956,           0.0044956
                 280,            0.017616,            0.017368,           0.0010534,             0.86651,              0.7426,             0.81501,             0.56587,            0.030035,            0.020833,           0.0088949,           0.0044758,           0.0044758,           0.0044758
                 281,            0.017272,            0.016348,          0.00088894,             0.84895,             0.74871,             0.80842,             0.56195,            0.030368,            0.020767,           0.0076904,            0.004456,            0.004456,            0.004456
                 282,            0.017348,             0.01574,          0.00074286,             0.86009,             0.76033,             0.79946,             0.55633,            0.030581,            0.021522,           0.0075989,           0.0044362,           0.0044362,           0.0044362
                 283,            0.016824,            0.015506,          0.00085248,             0.90949,             0.74799,             0.80936,             0.55855,            0.031022,            0.022185,           0.0074902,           0.0044164,           0.0044164,           0.0044164
                 284,            0.017463,            0.016868,          0.00089667,             0.92919,             0.75939,             0.83427,             0.58412,            0.030605,            0.021572,           0.0060808,           0.0043966,           0.0043966,           0.0043966
                 285,             0.01737,            0.016185,          0.00095791,             0.84756,             0.81641,             0.83771,             0.58256,            0.030324,            0.021606,           0.0064854,           0.0043768,           0.0043768,           0.0043768
                 286,            0.017217,            0.015955,          0.00074115,             0.84685,             0.78237,             0.83259,             0.58595,            0.030927,              0.0222,           0.0083336,            0.004357,            0.004357,            0.004357
                 287,            0.016896,            0.015848,           0.0011573,             0.86505,             0.76621,             0.81766,             0.56703,             0.03054,            0.021385,           0.0089315,           0.0043372,           0.0043372,           0.0043372
                 288,             0.01676,            0.017007,          0.00092442,             0.89116,             0.70769,             0.78038,             0.53366,            0.030573,            0.022598,            0.008983,           0.0043174,           0.0043174,           0.0043174
                 289,            0.017339,            0.015957,          0.00093875,             0.88218,             0.75246,             0.80441,             0.56022,            0.030613,            0.022003,            0.007996,           0.0042976,           0.0042976,           0.0042976
                 290,            0.017601,            0.017852,           0.0009948,             0.94716,             0.69753,             0.80407,             0.56559,            0.030488,            0.022261,           0.0066679,           0.0042778,           0.0042778,           0.0042778
                 291,            0.017025,            0.016373,           0.0009309,              0.9117,             0.75001,             0.82847,             0.57725,            0.030656,            0.021578,           0.0081173,            0.004258,            0.004258,            0.004258
                 292,            0.016753,            0.016142,          0.00074905,             0.92997,             0.70139,              0.8162,             0.56844,            0.030753,            0.021955,           0.0099003,           0.0042382,           0.0042382,           0.0042382
                 293,             0.01744,            0.018029,          0.00095237,              0.8293,             0.74001,             0.80758,             0.55221,            0.030806,            0.021759,              0.0106,           0.0042184,           0.0042184,           0.0042184
                 294,            0.017038,            0.015649,          0.00081588,             0.92417,             0.69851,             0.80447,             0.55237,            0.031232,            0.022684,            0.010476,           0.0041986,           0.0041986,           0.0041986
                 295,            0.016472,            0.015974,          0.00077255,             0.88881,             0.72036,              0.8142,             0.55814,            0.030934,            0.021894,           0.0096004,           0.0041788,           0.0041788,           0.0041788
                 296,            0.016924,            0.016409,           0.0008045,             0.84721,             0.78347,             0.82267,             0.55775,            0.030505,            0.021788,           0.0087233,            0.004159,            0.004159,            0.004159
                 297,            0.017331,            0.016666,           0.0010737,              0.8605,             0.78195,              0.8203,             0.55635,            0.031431,            0.021444,           0.0078129,           0.0041392,           0.0041392,           0.0041392
                 298,             0.01694,            0.016158,            0.000758,             0.82968,             0.79949,             0.82036,             0.55644,            0.030636,             0.02131,            0.007798,           0.0041194,           0.0041194,           0.0041194
                 299,            0.016138,             0.01505,          0.00059832,              0.8833,             0.78128,             0.81668,             0.55541,            0.030991,            0.021305,           0.0091295,           0.0040996,           0.0040996,           0.0040996
                 300,            0.017102,             0.01595,          0.00078193,              0.9229,             0.74241,             0.81762,             0.54513,            0.030724,            0.020765,           0.0094328,           0.0040798,           0.0040798,           0.0040798
                 301,            0.016778,            0.015949,          0.00082685,             0.92915,             0.76109,             0.82263,             0.56144,            0.030585,            0.021265,           0.0095472,             0.00406,             0.00406,             0.00406
                 302,            0.016599,            0.017558,          0.00095127,             0.87615,             0.78926,             0.82649,              0.5642,            0.030534,            0.021257,            0.010107,           0.0040402,           0.0040402,           0.0040402
                 303,             0.01673,            0.015743,          0.00091087,             0.80578,             0.81166,              0.8288,             0.56731,            0.030853,            0.021847,           0.0098797,           0.0040204,           0.0040204,           0.0040204
                 304,            0.017236,            0.016458,          0.00080523,             0.83394,             0.80761,             0.84883,             0.57445,            0.030206,            0.021423,           0.0083267,           0.0040006,           0.0040006,           0.0040006
                 305,             0.01676,            0.016499,           0.0007992,             0.83928,             0.82098,             0.85606,             0.57802,             0.03025,            0.021477,           0.0074015,           0.0039808,           0.0039808,           0.0039808
                 306,            0.017341,            0.017249,          0.00077771,             0.85326,             0.79641,             0.84467,             0.57695,            0.030403,            0.021832,           0.0070318,            0.003961,            0.003961,            0.003961
                 307,            0.016671,            0.016223,          0.00077472,             0.91572,             0.73372,             0.83262,             0.56381,            0.031175,            0.022604,           0.0083233,           0.0039412,           0.0039412,           0.0039412
                 308,            0.017049,            0.015943,           0.0010376,             0.93194,             0.75343,             0.85075,              0.5748,             0.03102,            0.021464,            0.007279,           0.0039214,           0.0039214,           0.0039214
                 309,            0.016425,             0.01678,          0.00074403,             0.82298,             0.79099,             0.84989,             0.57466,            0.030769,            0.021828,            0.007671,           0.0039016,           0.0039016,           0.0039016
                 310,            0.017223,            0.015438,          0.00083629,             0.85167,             0.80244,             0.83597,             0.56857,            0.030449,            0.022369,           0.0071709,           0.0038818,           0.0038818,           0.0038818
                 311,            0.016449,            0.015357,          0.00088557,             0.82655,             0.81039,             0.83631,             0.56474,            0.030222,            0.022606,           0.0068138,            0.003862,            0.003862,            0.003862
                 312,            0.016048,            0.015011,          0.00089756,             0.91748,             0.76431,             0.84017,             0.56872,            0.030152,            0.022461,           0.0070719,           0.0038422,           0.0038422,           0.0038422
                 313,             0.01608,             0.01573,          0.00086927,             0.89231,             0.78671,             0.84211,             0.57078,            0.029627,            0.021615,           0.0072556,           0.0038224,           0.0038224,           0.0038224
