               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 314,            0.016654,            0.016099,          0.00067207,              0.9501,             0.73721,             0.84733,             0.57038,            0.030303,            0.022012,           0.0062965,           0.0038026,           0.0038026,           0.0038026
                 315,             0.01624,            0.015634,          0.00073168,             0.90735,             0.76246,             0.83312,             0.56452,            0.030362,            0.021515,           0.0064196,           0.0037828,           0.0037828,           0.0037828
                 316,            0.016622,            0.016321,          0.00080886,             0.84621,             0.79753,             0.83835,             0.56895,            0.030077,            0.021159,           0.0060445,            0.003763,            0.003763,            0.003763
                 317,            0.015409,            0.014826,          0.00079615,             0.90121,              0.7456,             0.84423,             0.57196,                0.03,            0.021245,           0.0065294,           0.0037432,           0.0037432,           0.0037432
                 318,             0.01558,            0.014594,          0.00058314,             0.91612,             0.77383,             0.83887,             0.57493,            0.030411,            0.022081,           0.0065517,           0.0037234,           0.0037234,           0.0037234
                 319,            0.016192,             0.01635,          0.00080681,             0.88434,             0.77226,             0.81014,             0.56147,            0.030638,            0.023024,           0.0078358,           0.0037036,           0.0037036,           0.0037036
                 320,            0.015718,            0.015135,          0.00076029,             0.91631,             0.73592,             0.80987,             0.56123,            0.031171,            0.023319,           0.0087622,           0.0036838,           0.0036838,           0.0036838
                 321,            0.016117,             0.01522,           0.0007935,              0.9146,             0.74527,             0.81295,             0.55763,            0.030971,            0.023031,            0.007786,            0.003664,            0.003664,            0.003664
                 322,            0.016024,            0.014911,          0.00064236,             0.87695,             0.77992,             0.82592,             0.56429,            0.030809,            0.022493,            0.007033,           0.0036442,           0.0036442,           0.0036442
                 323,            0.015579,            0.014918,          0.00086441,             0.89192,             0.76601,              0.8283,             0.56801,            0.030614,            0.022911,           0.0068954,           0.0036244,           0.0036244,           0.0036244
                 324,            0.016336,            0.014773,          0.00066701,             0.88248,             0.77083,             0.83202,             0.56752,            0.030521,             0.02343,           0.0073603,           0.0036046,           0.0036046,           0.0036046
                 325,            0.015749,            0.015168,          0.00072127,             0.95783,             0.70654,             0.82168,             0.56112,            0.030154,            0.022539,           0.0079737,           0.0035848,           0.0035848,           0.0035848
                 326,            0.015982,            0.015281,          0.00075154,             0.82276,             0.77084,              0.8142,             0.55309,            0.030091,            0.022181,            0.008884,            0.003565,            0.003565,            0.003565
                 327,            0.015538,            0.015843,           0.0007797,             0.85743,               0.762,             0.80908,             0.55418,            0.030262,             0.02223,           0.0088955,           0.0035452,           0.0035452,           0.0035452
                 328,            0.016223,            0.015326,          0.00061975,             0.89005,             0.76746,             0.81689,             0.55528,            0.030583,            0.022778,           0.0085505,           0.0035254,           0.0035254,           0.0035254
                 329,            0.015657,            0.016306,          0.00064652,             0.91318,             0.76351,             0.81838,             0.55335,            0.030523,            0.023581,           0.0074827,           0.0035056,           0.0035056,           0.0035056
                 330,            0.015446,            0.015058,          0.00062104,             0.83833,             0.78395,              0.8292,             0.56167,            0.030525,            0.023174,           0.0070922,           0.0034858,           0.0034858,           0.0034858
                 331,            0.015334,            0.014782,          0.00066898,             0.83201,             0.79549,             0.83679,             0.56168,            0.030499,            0.022358,           0.0067718,            0.003466,            0.003466,            0.003466
                 332,            0.016117,            0.016325,           0.0010409,             0.87018,              0.7775,             0.83545,               0.564,            0.030327,            0.022003,           0.0072126,           0.0034462,           0.0034462,           0.0034462
                 333,            0.016041,            0.015702,          0.00077158,             0.89059,             0.74181,             0.83209,             0.56622,            0.030436,             0.02191,           0.0087124,           0.0034264,           0.0034264,           0.0034264
                 334,            0.015381,            0.015162,          0.00058948,             0.85334,             0.77376,             0.83992,             0.57716,            0.030097,             0.02202,           0.0071486,           0.0034066,           0.0034066,           0.0034066
                 335,             0.01631,            0.016398,          0.00072598,             0.89767,             0.77251,             0.83906,               0.582,            0.030185,            0.021883,           0.0069245,           0.0033868,           0.0033868,           0.0033868
                 336,            0.015524,            0.015272,          0.00079714,             0.92082,             0.74531,             0.83372,             0.57459,            0.030144,            0.021923,           0.0070496,            0.003367,            0.003367,            0.003367
                 337,             0.01562,            0.015987,          0.00062803,             0.89992,             0.76291,             0.83236,             0.57615,            0.030312,            0.021516,           0.0069397,           0.0033472,           0.0033472,           0.0033472
                 338,            0.015129,            0.014899,          0.00060246,             0.95545,              0.7477,             0.83647,             0.58742,            0.030392,            0.021805,           0.0063855,           0.0033274,           0.0033274,           0.0033274
                 339,            0.015593,            0.015243,          0.00064603,             0.93812,             0.73153,             0.83082,             0.57334,            0.030441,            0.021776,           0.0072218,           0.0033076,           0.0033076,           0.0033076
                 340,            0.015662,            0.015001,           0.0007277,             0.86712,             0.75074,             0.83201,             0.56951,            0.030282,            0.021643,           0.0069122,           0.0032878,           0.0032878,           0.0032878
                 341,             0.01508,            0.014327,          0.00072528,              0.9029,             0.73251,             0.80997,             0.55552,            0.030367,            0.021347,           0.0081327,            0.003268,            0.003268,            0.003268
                 342,            0.015306,            0.015751,           0.0007024,             0.86564,             0.76772,             0.81709,             0.56542,            0.030307,            0.021296,           0.0081751,           0.0032482,           0.0032482,           0.0032482
                 343,            0.014962,            0.014219,          0.00055394,             0.84245,             0.79247,              0.8207,             0.56877,            0.030442,            0.021875,           0.0077082,           0.0032284,           0.0032284,           0.0032284
                 344,            0.015008,            0.013999,          0.00077418,             0.86269,             0.75227,             0.82489,             0.56861,            0.030661,            0.022228,           0.0078054,           0.0032086,           0.0032086,           0.0032086
                 345,            0.015364,            0.014933,          0.00074886,             0.81903,             0.76092,             0.81518,             0.56743,            0.030522,            0.022058,           0.0089184,           0.0031888,           0.0031888,           0.0031888
                 346,            0.015109,            0.014983,          0.00061079,             0.96796,             0.69376,             0.80374,             0.55528,            0.030047,             0.02245,           0.0085539,            0.003169,            0.003169,            0.003169
                 347,            0.015157,            0.014914,          0.00074874,             0.89327,             0.74111,             0.80457,             0.55587,            0.029688,            0.022767,           0.0079685,           0.0031492,           0.0031492,           0.0031492
                 348,            0.014783,            0.014536,          0.00051831,              0.9291,             0.76371,             0.83569,             0.56796,            0.029661,             0.02236,           0.0082626,           0.0031294,           0.0031294,           0.0031294
                 349,             0.01544,            0.016101,          0.00067789,             0.95465,             0.76392,             0.85593,             0.57917,            0.030006,            0.022251,           0.0082146,           0.0031096,           0.0031096,           0.0031096
                 350,            0.015009,            0.015162,          0.00069655,             0.93905,             0.73778,             0.85626,             0.58715,            0.030161,            0.021879,           0.0078272,           0.0030898,           0.0030898,           0.0030898
                 351,            0.015086,             0.01562,          0.00061088,             0.88636,              0.8134,             0.85894,             0.58783,            0.030218,            0.021598,           0.0074696,             0.00307,             0.00307,             0.00307
                 352,            0.014873,            0.014919,          0.00069009,             0.92459,             0.79033,             0.85422,             0.58317,            0.029848,            0.021405,           0.0063229,           0.0030502,           0.0030502,           0.0030502
                 353,            0.015061,            0.015667,          0.00071231,             0.89935,             0.74904,             0.83512,             0.56481,            0.029809,            0.021584,           0.0064493,           0.0030304,           0.0030304,           0.0030304
                 354,            0.014778,            0.013964,          0.00062779,             0.84973,             0.78836,              0.8217,             0.56896,            0.029824,            0.021634,           0.0068567,           0.0030106,           0.0030106,           0.0030106
                 355,            0.014849,            0.013976,          0.00062684,             0.87181,             0.76921,              0.8278,             0.57546,            0.029679,            0.022064,           0.0067875,           0.0029908,           0.0029908,           0.0029908
                 356,            0.014718,            0.013786,          0.00061821,              0.9497,             0.71948,             0.83818,             0.57948,            0.029652,            0.022125,           0.0072887,            0.002971,            0.002971,            0.002971
                 357,             0.01465,            0.014194,          0.00058939,             0.87129,             0.76721,             0.84525,             0.58091,            0.029668,            0.021912,           0.0082449,           0.0029512,           0.0029512,           0.0029512
                 358,             0.01468,            0.014237,          0.00060656,             0.84929,             0.78647,             0.84729,             0.57638,            0.029697,            0.021933,           0.0087799,           0.0029314,           0.0029314,           0.0029314
                 359,            0.015273,            0.016203,          0.00077378,             0.81079,             0.79632,             0.83065,             0.56336,            0.029905,            0.022251,           0.0083702,           0.0029116,           0.0029116,           0.0029116
                 360,            0.014588,            0.014444,          0.00070933,             0.83158,              0.7895,              0.8271,             0.56603,            0.030178,            0.022886,           0.0070513,           0.0028918,           0.0028918,           0.0028918
                 361,            0.014559,            0.014495,          0.00078033,             0.93678,             0.72684,             0.81074,             0.56228,            0.030542,            0.023088,           0.0074058,            0.002872,            0.002872,            0.002872
                 362,            0.014686,            0.015396,          0.00071396,             0.95305,             0.72735,             0.82085,             0.56255,            0.030913,            0.022707,           0.0071926,           0.0028522,           0.0028522,           0.0028522
                 363,            0.014693,            0.014067,           0.0007208,             0.85258,              0.7964,             0.84647,             0.58301,            0.031045,            0.022371,           0.0073563,           0.0028324,           0.0028324,           0.0028324
                 364,            0.014747,            0.013966,          0.00063546,             0.91558,              0.7512,             0.83766,             0.58072,            0.030879,             0.02293,           0.0069614,           0.0028126,           0.0028126,           0.0028126
                 365,            0.014511,            0.014082,          0.00049956,             0.90319,             0.76957,             0.82081,             0.56792,             0.03033,            0.022585,           0.0073837,           0.0027928,           0.0027928,           0.0027928
                 366,            0.014169,            0.014817,          0.00061929,             0.87689,             0.77568,             0.81481,             0.56559,            0.029818,            0.021914,           0.0085367,            0.002773,            0.002773,            0.002773
                 367,            0.014301,            0.014586,          0.00055097,             0.90428,             0.74016,             0.81106,             0.55397,             0.03011,            0.021901,           0.0091312,           0.0027532,           0.0027532,           0.0027532
                 368,            0.014122,            0.013516,           0.0005823,             0.95792,              0.7238,              0.8127,             0.56084,            0.030124,            0.022264,             0.00907,           0.0027334,           0.0027334,           0.0027334
                 369,            0.014662,            0.013968,          0.00054131,             0.92526,             0.72022,             0.80326,              0.5506,            0.030201,            0.022856,           0.0083107,           0.0027136,           0.0027136,           0.0027136
                 370,            0.014665,            0.014671,          0.00069464,             0.92455,             0.71989,             0.80335,             0.55218,            0.030176,            0.023695,           0.0077837,           0.0026938,           0.0026938,           0.0026938
                 371,            0.014196,            0.014224,          0.00062292,             0.87517,             0.75907,             0.83957,             0.57222,            0.029965,            0.022454,           0.0075674,            0.002674,            0.002674,            0.002674
                 372,            0.015172,            0.014457,          0.00069128,             0.91611,              0.7366,             0.83483,             0.58029,            0.029899,            0.022076,           0.0073792,           0.0026542,           0.0026542,           0.0026542
                 373,            0.014245,            0.013578,          0.00054594,             0.87301,             0.75573,             0.80562,             0.56001,            0.030221,            0.023035,           0.0076338,           0.0026344,           0.0026344,           0.0026344
                 374,            0.014564,            0.014392,          0.00063824,             0.86726,             0.74496,             0.79374,             0.54655,            0.030469,            0.023321,           0.0079525,           0.0026146,           0.0026146,           0.0026146
                 375,            0.015045,            0.015263,          0.00085973,             0.89395,             0.74809,             0.79555,             0.54782,            0.030284,            0.022903,           0.0087645,           0.0025948,           0.0025948,           0.0025948
                 376,            0.014109,             0.01308,          0.00056108,             0.89188,             0.72818,             0.80592,             0.55334,             0.03041,            0.022395,           0.0085785,            0.002575,            0.002575,            0.002575
                 377,            0.014888,             0.01621,          0.00059218,             0.86832,             0.77299,             0.82112,              0.5606,            0.030698,            0.022701,           0.0073843,           0.0025552,           0.0025552,           0.0025552
                 378,            0.014247,            0.014467,          0.00054238,             0.90528,             0.73413,             0.82506,             0.56766,            0.030544,            0.022726,           0.0069677,           0.0025354,           0.0025354,           0.0025354
                 379,            0.014502,            0.014576,          0.00055229,             0.83134,             0.76992,             0.81963,             0.56853,            0.030508,             0.02233,           0.0083113,           0.0025156,           0.0025156,           0.0025156
                 380,             0.01453,            0.014557,          0.00079783,             0.81817,              0.7682,             0.80486,             0.55678,            0.030463,            0.022709,           0.0088045,           0.0024958,           0.0024958,           0.0024958
                 381,            0.013666,            0.014634,          0.00057986,             0.93081,             0.70483,             0.79002,             0.54641,            0.030753,            0.023413,           0.0085115,            0.002476,            0.002476,            0.002476
                 382,            0.014274,            0.015578,          0.00057798,             0.92816,             0.71154,             0.79831,             0.54859,            0.030757,            0.023417,            0.008087,           0.0024562,           0.0024562,           0.0024562
                 383,             0.01373,            0.013399,          0.00049569,             0.92102,             0.70989,              0.7961,             0.54725,            0.030327,            0.022707,           0.0084841,           0.0024364,           0.0024364,           0.0024364
                 384,             0.01356,            0.013748,          0.00061949,             0.96352,             0.70646,             0.80584,             0.55896,                0.03,            0.022487,           0.0084389,           0.0024166,           0.0024166,           0.0024166
                 385,            0.014025,            0.014019,          0.00059599,             0.95309,             0.70191,             0.81319,             0.56315,            0.030155,            0.022258,           0.0082592,           0.0023968,           0.0023968,           0.0023968
                 386,            0.014283,            0.014264,          0.00061346,             0.91175,             0.75108,             0.82029,             0.56545,            0.030308,            0.022526,           0.0079868,            0.002377,            0.002377,            0.002377
                 387,             0.01406,            0.014366,          0.00045242,             0.91676,              0.7444,             0.81865,             0.56687,             0.03044,            0.022305,           0.0078941,           0.0023572,           0.0023572,           0.0023572
                 388,            0.014538,            0.015023,          0.00066432,              0.9201,              0.7542,             0.82054,             0.56161,            0.030553,             0.02213,           0.0077236,           0.0023374,           0.0023374,           0.0023374
                 389,            0.013213,            0.013298,          0.00052707,             0.92269,             0.75214,             0.82223,             0.56049,            0.030416,             0.02212,           0.0077116,           0.0023176,           0.0023176,           0.0023176
                 390,            0.013935,            0.014277,          0.00061206,              0.8417,             0.79467,             0.81669,             0.55103,            0.030504,            0.022324,           0.0079039,           0.0022978,           0.0022978,           0.0022978
                 391,            0.013651,            0.013924,          0.00067381,             0.88877,             0.75012,             0.81299,             0.55447,            0.030194,            0.022356,           0.0083485,            0.002278,            0.002278,            0.002278
                 392,            0.013474,            0.013749,          0.00050625,             0.95722,             0.73897,             0.80805,             0.55809,            0.029881,            0.022417,           0.0085619,           0.0022582,           0.0022582,           0.0022582
                 393,            0.013548,            0.013196,          0.00064572,             0.89413,             0.74726,              0.8082,             0.55744,            0.030027,            0.022493,           0.0089607,           0.0022384,           0.0022384,           0.0022384
                 394,            0.014145,            0.014331,          0.00061482,              0.9464,              0.7191,             0.81119,             0.56125,            0.030092,            0.022141,           0.0092091,           0.0022186,           0.0022186,           0.0022186
                 395,             0.01317,            0.013451,          0.00048963,             0.94757,             0.73937,             0.81412,             0.55761,            0.030357,            0.022333,           0.0089069,           0.0021988,           0.0021988,           0.0021988
                 396,              0.0133,             0.01347,          0.00057397,             0.82937,             0.79899,             0.82339,             0.56117,            0.030599,            0.022456,           0.0082552,            0.002179,            0.002179,            0.002179
                 397,            0.013525,            0.014074,          0.00056727,             0.94799,             0.76347,             0.83445,             0.56614,            0.030451,            0.022182,           0.0077402,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013219,            0.013207,          0.00053587,             0.95391,             0.75817,             0.83807,             0.57024,            0.030514,            0.022237,            0.007275,           0.0021394,           0.0021394,           0.0021394
                 399,             0.01337,            0.014165,          0.00056541,             0.85369,             0.78775,             0.83802,             0.57304,            0.030192,            0.022467,            0.006934,           0.0021196,           0.0021196,           0.0021196
                 400,            0.013461,            0.013184,          0.00055204,             0.95314,             0.73853,             0.82651,             0.56767,            0.030303,            0.022236,           0.0074078,           0.0020998,           0.0020998,           0.0020998
                 401,            0.013671,            0.013761,          0.00051625,             0.91394,             0.74618,              0.8188,             0.55791,            0.030403,            0.022048,           0.0078077,             0.00208,             0.00208,             0.00208
                 402,            0.013262,            0.013785,          0.00076448,             0.87794,             0.77642,             0.82452,             0.55748,            0.030129,            0.021706,           0.0084652,           0.0020602,           0.0020602,           0.0020602
                 403,            0.013535,            0.013974,          0.00050149,             0.90474,             0.75666,             0.82729,             0.55949,            0.030037,            0.021832,           0.0084749,           0.0020404,           0.0020404,           0.0020404
                 404,             0.01326,            0.013921,          0.00054912,             0.91726,              0.7567,             0.82445,             0.56731,            0.030024,            0.021898,           0.0082649,           0.0020206,           0.0020206,           0.0020206
                 405,            0.013297,            0.013364,          0.00059501,             0.90505,             0.74986,             0.82693,             0.56623,            0.029971,            0.021899,           0.0080595,           0.0020008,           0.0020008,           0.0020008
                 406,            0.013444,            0.013649,          0.00059516,             0.84558,             0.76151,             0.82952,             0.57297,            0.030178,            0.022508,           0.0080343,            0.001981,            0.001981,            0.001981
                 407,            0.013239,            0.013728,          0.00051797,             0.82747,              0.7825,             0.82036,             0.56485,             0.03015,            0.022703,           0.0084675,           0.0019612,           0.0019612,           0.0019612
                 408,            0.012845,            0.013775,          0.00065501,              0.8303,             0.77276,             0.81922,             0.56247,             0.02976,            0.022387,           0.0084463,           0.0019414,           0.0019414,           0.0019414
                 409,            0.013568,            0.014583,          0.00044672,             0.87114,             0.76657,             0.81815,             0.56137,             0.02969,            0.021875,           0.0084377,           0.0019216,           0.0019216,           0.0019216
                 410,            0.012905,            0.013205,          0.00052399,             0.81235,             0.79833,             0.81728,             0.55825,             0.02997,            0.022142,           0.0080578,           0.0019018,           0.0019018,           0.0019018
                 411,            0.013245,            0.013616,          0.00053607,             0.82835,             0.79478,             0.81383,             0.55916,            0.030053,            0.022438,           0.0079021,            0.001882,            0.001882,            0.001882
                 412,            0.012991,            0.012834,          0.00056582,             0.95197,             0.72682,             0.80937,             0.55781,            0.030088,            0.022722,           0.0078529,           0.0018622,           0.0018622,           0.0018622
                 413,            0.013353,            0.013695,          0.00059799,             0.88415,             0.77392,             0.81697,             0.56286,            0.030059,            0.023308,           0.0076057,           0.0018424,           0.0018424,           0.0018424
                 414,            0.013635,             0.01392,          0.00052942,             0.83847,             0.78843,              0.8042,             0.55786,            0.030187,            0.023262,           0.0080097,           0.0018226,           0.0018226,           0.0018226
                 415,            0.013083,             0.01337,          0.00057929,              0.8635,             0.75502,             0.80499,             0.56103,            0.030086,            0.023328,           0.0079771,           0.0018028,           0.0018028,           0.0018028
                 416,             0.01417,            0.014439,          0.00057497,             0.83993,             0.78186,             0.81402,              0.5517,            0.030154,            0.022924,           0.0079187,            0.001783,            0.001783,            0.001783
                 417,            0.013128,            0.013075,          0.00049755,             0.83855,             0.78743,             0.82077,             0.55667,            0.030087,            0.022538,           0.0078827,           0.0017632,           0.0017632,           0.0017632
                 418,            0.012722,            0.013583,          0.00040725,             0.94649,             0.73529,              0.8163,             0.56051,            0.030361,            0.022948,           0.0080824,           0.0017434,           0.0017434,           0.0017434
                 419,            0.012875,            0.013201,          0.00049022,             0.86138,             0.74653,             0.80519,              0.5574,            0.030859,            0.023247,           0.0082083,           0.0017236,           0.0017236,           0.0017236
                 420,            0.013199,            0.013635,            0.000475,             0.82504,             0.75425,             0.79969,             0.55172,            0.030945,            0.023051,           0.0082197,           0.0017038,           0.0017038,           0.0017038
                 421,            0.013058,            0.012991,          0.00053292,             0.82028,             0.76928,             0.80842,             0.56178,            0.030761,            0.022472,           0.0080618,            0.001684,            0.001684,            0.001684
                 422,            0.012638,            0.013146,          0.00046961,             0.91844,             0.75732,              0.8254,              0.5708,            0.030857,            0.022479,            0.007806,           0.0016642,           0.0016642,           0.0016642
                 423,            0.012869,            0.012629,          0.00060872,             0.95626,             0.74169,             0.82133,             0.56888,            0.030636,            0.022948,           0.0076172,           0.0016444,           0.0016444,           0.0016444
                 424,            0.012889,            0.013196,           0.0005288,             0.95713,             0.74729,             0.82319,             0.57312,            0.030802,            0.023495,           0.0072721,           0.0016246,           0.0016246,           0.0016246
                 425,            0.012836,            0.013746,          0.00051345,             0.89638,             0.77762,             0.82613,             0.57274,            0.030428,            0.023639,           0.0073608,           0.0016048,           0.0016048,           0.0016048
                 426,            0.013095,            0.013162,          0.00048245,             0.92874,             0.77825,             0.82469,              0.5772,            0.030254,            0.023813,           0.0072779,            0.001585,            0.001585,            0.001585
                 427,            0.013011,            0.013741,          0.00047928,             0.90205,             0.77858,             0.81921,             0.57137,            0.030055,            0.023716,           0.0064316,           0.0015652,           0.0015652,           0.0015652
                 428,            0.012664,            0.013367,          0.00040384,             0.93609,             0.76097,             0.81753,             0.56429,            0.030119,             0.02335,           0.0064116,           0.0015454,           0.0015454,           0.0015454
                 429,            0.013027,            0.013553,           0.0004439,             0.93697,             0.75996,             0.81543,             0.56876,            0.030082,            0.023328,           0.0065311,           0.0015256,           0.0015256,           0.0015256
                 430,            0.012721,            0.012571,          0.00043372,             0.90961,             0.75841,             0.81936,             0.57132,            0.030077,            0.023268,           0.0068773,           0.0015058,           0.0015058,           0.0015058
                 431,            0.012254,            0.013074,          0.00053443,             0.90876,              0.7593,             0.82065,             0.57023,            0.030024,            0.023476,           0.0071629,            0.001486,            0.001486,            0.001486
                 432,            0.012674,            0.012882,          0.00052252,             0.91918,             0.77266,             0.82437,             0.56448,             0.03001,            0.023716,           0.0071383,           0.0014662,           0.0014662,           0.0014662
                 433,            0.012551,            0.012187,            0.000479,             0.89818,             0.75398,             0.81775,             0.55741,             0.03024,            0.024397,           0.0071445,           0.0014464,           0.0014464,           0.0014464
                 434,            0.013157,             0.01467,          0.00061392,             0.95093,             0.73174,             0.81298,             0.55425,            0.030101,             0.02449,           0.0071371,           0.0014266,           0.0014266,           0.0014266
                 435,            0.012376,             0.01348,          0.00039426,             0.82886,             0.77678,              0.8081,             0.55633,            0.029877,             0.02387,           0.0070124,           0.0014068,           0.0014068,           0.0014068
                 436,            0.012682,            0.013218,          0.00052676,             0.83498,             0.78421,             0.80889,             0.55408,            0.030022,            0.023818,           0.0071817,            0.001387,            0.001387,            0.001387
                 437,            0.012618,            0.013416,          0.00058534,              0.8764,             0.76561,              0.8168,             0.55664,            0.030109,            0.023569,           0.0071277,           0.0013672,           0.0013672,           0.0013672
                 438,            0.012239,            0.012487,          0.00043354,             0.86791,              0.7665,             0.81401,             0.56421,            0.030352,            0.023669,            0.006962,           0.0013474,           0.0013474,           0.0013474
                 439,            0.012489,            0.013392,          0.00057457,             0.82448,             0.76831,             0.80978,              0.5579,            0.030282,            0.024148,           0.0069709,           0.0013276,           0.0013276,           0.0013276
                 440,            0.012498,            0.013508,          0.00051319,             0.93945,             0.69828,             0.80296,             0.55247,             0.03026,            0.023878,           0.0072704,           0.0013078,           0.0013078,           0.0013078
                 441,            0.012904,            0.013621,           0.0005678,             0.93974,             0.69722,             0.79705,             0.55021,            0.030035,            0.023748,           0.0075285,            0.001288,            0.001288,            0.001288
                 442,            0.011988,            0.012964,          0.00049331,             0.93714,             0.69846,             0.79814,             0.54874,            0.029849,            0.023579,            0.007679,           0.0012682,           0.0012682,           0.0012682
                 443,            0.012517,            0.013551,          0.00057764,              0.8352,             0.76561,             0.80076,             0.55281,            0.029823,            0.023577,           0.0077763,           0.0012484,           0.0012484,           0.0012484
                 444,            0.012473,            0.013722,           0.0004465,             0.84255,             0.74777,             0.80543,               0.553,            0.029923,             0.02352,            0.007758,           0.0012286,           0.0012286,           0.0012286
                 445,            0.012751,            0.013239,          0.00055517,             0.86279,             0.78066,             0.81413,             0.56863,            0.030161,            0.023476,           0.0077225,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012713,            0.012868,          0.00054896,             0.86627,             0.78276,             0.81534,             0.56581,            0.030214,            0.023373,           0.0076006,            0.001189,            0.001189,            0.001189
                 447,            0.012574,            0.013884,          0.00066997,             0.87917,             0.78218,             0.81394,             0.56536,            0.030226,            0.023272,           0.0074899,           0.0011692,           0.0011692,           0.0011692
                 448,            0.012553,            0.013749,          0.00063198,             0.85624,             0.78106,             0.80967,             0.56055,            0.030249,            0.023698,           0.0074973,           0.0011494,           0.0011494,           0.0011494
                 449,            0.012038,            0.012452,          0.00047086,             0.89182,             0.75004,             0.81071,             0.56305,            0.030243,            0.023916,           0.0076472,           0.0011296,           0.0011296,           0.0011296
                 450,            0.011957,            0.013068,          0.00039594,             0.92277,              0.7247,             0.80544,             0.55832,            0.030125,            0.023783,           0.0078735,           0.0011098,           0.0011098,           0.0011098
                 451,            0.012632,            0.013354,          0.00052001,             0.83108,             0.76085,             0.80546,             0.55857,            0.029964,            0.023611,            0.007972,             0.00109,             0.00109,             0.00109
